<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER [TQBR],1,20161206,131200,162.220000,162.240000,162.190000,162.200000,3135.000000
SBER [TQBR],1,20161206,131300,162.200000,162.350000,162.200000,162.300000,426.000000
SBER [TQBR],1,20161206,131400,162.310000,162.330000,162.100000,162.170000,5755.000000
SBER [TQBR],1,20161206,131500,162.190000,162.260000,162.100000,162.260000,5880.000000
SBER [TQBR],1,20161206,131600,162.260000,162.350000,162.190000,162.230000,3686.000000
SBER [TQBR],1,20161206,131700,162.220000,162.290000,162.170000,162.180000,4237.000000
SBER [TQBR],1,20161206,131800,162.210000,162.220000,162.100000,162.110000,2325.000000
SBER [TQBR],1,20161206,131900,162.110000,162.190000,162.100000,162.170000,1886.000000
SBER [TQBR],1,20161206,132000,162.180000,162.210000,162.170000,162.210000,2258.000000
SBER [TQBR],1,20161206,132100,162.200000,162.220000,162.100000,162.150000,4538.000000
SBER [TQBR],1,20161206,132200,162.150000,162.190000,162.110000,162.160000,5071.000000
SBER [TQBR],1,20161206,132300,162.150000,162.150000,162.100000,162.140000,1886.000000
SBER [TQBR],1,20161206,132400,162.110000,162.140000,162.040000,162.140000,6273.000000
SBER [TQBR],1,20161206,132500,162.130000,162.140000,162.070000,162.140000,433.000000
SBER [TQBR],1,20161206,132600,162.120000,162.250000,162.110000,162.240000,5683.000000
SBER [TQBR],1,20161206,132700,162.230000,162.240000,162.110000,162.170000,619.000000
SBER [TQBR],1,20161206,132800,162.160000,162.300000,162.160000,162.300000,924.000000
SBER [TQBR],1,20161206,132900,162.300000,162.320000,162.100000,162.270000,11034.000000
SBER [TQBR],1,20161206,133000,162.210000,162.310000,162.210000,162.310000,2538.000000
SBER [TQBR],1,20161206,133100,162.290000,162.330000,162.270000,162.290000,4039.000000
SBER [TQBR],1,20161206,133200,162.300000,162.320000,162.260000,162.320000,1713.000000
SBER [TQBR],1,20161206,133300,162.320000,162.320000,162.110000,162.120000,8836.000000
SBER [TQBR],1,20161206,133400,162.130000,162.170000,162.060000,162.090000,3487.000000
SBER [TQBR],1,20161206,133500,162.090000,162.180000,162.000000,162.030000,26017.000000
SBER [TQBR],1,20161206,133600,162.030000,162.030000,161.680000,161.680000,44511.000000
SBER [TQBR],1,20161206,133700,161.700000,161.900000,161.670000,161.790000,18460.000000
SBER [TQBR],1,20161206,133800,161.840000,161.930000,161.800000,161.800000,13927.000000
SBER [TQBR],1,20161206,133900,161.830000,161.840000,161.650000,161.700000,15507.000000
SBER [TQBR],1,20161206,134000,161.700000,161.720000,161.510000,161.510000,16450.000000
SBER [TQBR],1,20161206,134100,161.510000,161.610000,161.510000,161.610000,15134.000000
SBER [TQBR],1,20161206,134200,161.570000,161.630000,161.410000,161.420000,33481.000000
SBER [TQBR],1,20161206,134300,161.420000,161.600000,161.400000,161.580000,21092.000000
SBER [TQBR],1,20161206,134400,161.580000,161.630000,161.510000,161.610000,8035.000000
SBER [TQBR],1,20161206,134500,161.570000,161.570000,161.450000,161.570000,4109.000000
SBER [TQBR],1,20161206,134600,161.530000,161.640000,161.500000,161.570000,4606.000000
SBER [TQBR],1,20161206,134700,161.570000,161.690000,161.570000,161.690000,3607.000000
SBER [TQBR],1,20161206,134800,161.690000,161.700000,161.560000,161.640000,5006.000000
SBER [TQBR],1,20161206,134900,161.640000,161.650000,161.500000,161.510000,10563.000000
SBER [TQBR],1,20161206,135000,161.510000,161.570000,161.320000,161.350000,27403.000000
SBER [TQBR],1,20161206,135100,161.340000,161.400000,161.250000,161.250000,33193.000000
SBER [TQBR],1,20161206,135200,161.260000,161.380000,161.250000,161.250000,5202.000000
SBER [TQBR],1,20161206,135300,161.250000,161.460000,161.240000,161.460000,17052.000000
SBER [TQBR],1,20161206,135400,161.450000,161.500000,161.350000,161.450000,5236.000000
SBER [TQBR],1,20161206,135500,161.470000,161.510000,161.390000,161.450000,17512.000000
SBER [TQBR],1,20161206,135600,161.440000,161.550000,161.420000,161.550000,3306.000000
SBER [TQBR],1,20161206,135700,161.530000,161.580000,161.500000,161.570000,4149.000000
SBER [TQBR],1,20161206,135800,161.530000,161.550000,161.400000,161.490000,3920.000000
SBER [TQBR],1,20161206,135900,161.500000,161.550000,161.430000,161.520000,655.000000
SBER [TQBR],1,20161206,140000,161.500000,161.530000,161.430000,161.510000,1450.000000
SBER [TQBR],1,20161206,140100,161.510000,161.610000,161.510000,161.600000,4114.000000
SBER [TQBR],1,20161206,140200,161.600000,161.740000,161.600000,161.740000,6366.000000
SBER [TQBR],1,20161206,140300,161.740000,161.800000,161.710000,161.720000,2279.000000
SBER [TQBR],1,20161206,140400,161.720000,161.720000,161.640000,161.640000,846.000000
SBER [TQBR],1,20161206,140500,161.660000,161.670000,161.470000,161.500000,11854.000000
SBER [TQBR],1,20161206,140600,161.510000,161.560000,161.460000,161.520000,2816.000000
SBER [TQBR],1,20161206,140700,161.480000,161.560000,161.480000,161.510000,266.000000
SBER [TQBR],1,20161206,140800,161.510000,161.690000,161.510000,161.670000,660.000000
SBER [TQBR],1,20161206,140900,161.670000,161.750000,161.670000,161.740000,1720.000000
SBER [TQBR],1,20161206,141000,161.740000,161.750000,161.610000,161.650000,3597.000000
SBER [TQBR],1,20161206,141100,161.640000,161.680000,161.640000,161.640000,215.000000
SBER [TQBR],1,20161206,141200,161.640000,161.710000,161.640000,161.710000,272.000000
SBER [TQBR],1,20161206,141300,161.680000,161.750000,161.680000,161.730000,632.000000
SBER [TQBR],1,20161206,141400,161.730000,161.770000,161.720000,161.720000,1590.000000
SBER [TQBR],1,20161206,141500,161.710000,161.710000,161.550000,161.580000,1076.000000
SBER [TQBR],1,20161206,141600,161.580000,161.580000,161.500000,161.560000,5857.000000
SBER [TQBR],1,20161206,141700,161.560000,161.700000,161.510000,161.550000,1761.000000
SBER [TQBR],1,20161206,141800,161.570000,161.620000,161.500000,161.620000,1458.000000
SBER [TQBR],1,20161206,141900,161.570000,161.690000,161.570000,161.600000,7116.000000
SBER [TQBR],1,20161206,142000,161.600000,161.620000,161.600000,161.620000,1642.000000
SBER [TQBR],1,20161206,142100,161.600000,161.680000,161.600000,161.630000,349.000000
SBER [TQBR],1,20161206,142200,161.630000,161.730000,161.550000,161.640000,15595.000000
SBER [TQBR],1,20161206,142300,161.620000,161.630000,161.590000,161.590000,140.000000
SBER [TQBR],1,20161206,142400,161.590000,161.670000,161.530000,161.660000,864.000000
SBER [TQBR],1,20161206,142500,161.660000,161.660000,161.630000,161.640000,397.000000
SBER [TQBR],1,20161206,142600,161.640000,161.760000,161.640000,161.750000,305.000000
SBER [TQBR],1,20161206,142700,161.730000,161.800000,161.600000,161.670000,5501.000000
SBER [TQBR],1,20161206,142800,161.680000,161.740000,161.650000,161.740000,157.000000
SBER [TQBR],1,20161206,142900,161.690000,161.770000,161.690000,161.700000,2218.000000
SBER [TQBR],1,20161206,143000,161.700000,161.770000,161.700000,161.770000,296.000000
SBER [TQBR],1,20161206,143100,161.720000,161.800000,161.720000,161.800000,968.000000
SBER [TQBR],1,20161206,143200,161.760000,161.800000,161.600000,161.630000,4784.000000
SBER [TQBR],1,20161206,143300,161.670000,161.670000,161.620000,161.640000,276.000000
SBER [TQBR],1,20161206,143400,161.640000,161.650000,161.560000,161.560000,15355.000000
SBER [TQBR],1,20161206,143500,161.560000,161.590000,161.460000,161.460000,38516.000000
SBER [TQBR],1,20161206,143600,161.460000,161.610000,161.420000,161.420000,23274.000000
SBER [TQBR],1,20161206,143700,161.410000,161.510000,161.410000,161.500000,2623.000000
SBER [TQBR],1,20161206,143800,161.470000,161.580000,161.470000,161.520000,5042.000000
SBER [TQBR],1,20161206,143900,161.540000,161.550000,161.300000,161.300000,44224.000000
SBER [TQBR],1,20161206,144000,161.300000,161.400000,161.260000,161.370000,8874.000000
SBER [TQBR],1,20161206,144100,161.370000,161.430000,161.350000,161.410000,1049.000000
SBER [TQBR],1,20161206,144200,161.400000,161.400000,161.260000,161.300000,13159.000000
SBER [TQBR],1,20161206,144300,161.280000,161.310000,161.280000,161.300000,1268.000000
SBER [TQBR],1,20161206,144400,161.320000,161.340000,161.270000,161.270000,2883.000000
SBER [TQBR],1,20161206,144500,161.270000,161.310000,161.260000,161.280000,3460.000000
SBER [TQBR],1,20161206,144600,161.290000,161.350000,161.270000,161.330000,9427.000000
SBER [TQBR],1,20161206,144700,161.330000,161.360000,161.300000,161.300000,7937.000000
SBER [TQBR],1,20161206,144800,161.300000,161.320000,161.260000,161.270000,9831.000000
SBER [TQBR],1,20161206,144900,161.270000,161.310000,161.260000,161.300000,1032.000000
SBER [TQBR],1,20161206,145000,161.290000,161.360000,161.270000,161.330000,7273.000000
SBER [TQBR],1,20161206,145100,161.340000,161.470000,161.340000,161.450000,3812.000000
SBER [TQBR],1,20161206,145200,161.450000,161.700000,161.410000,161.680000,9732.000000
SBER [TQBR],1,20161206,145300,161.680000,161.680000,161.520000,161.520000,4455.000000
SBER [TQBR],1,20161206,145400,161.530000,161.640000,161.530000,161.570000,1946.000000
SBER [TQBR],1,20161206,145500,161.560000,161.570000,161.490000,161.490000,4517.000000
SBER [TQBR],1,20161206,145600,161.520000,161.660000,161.450000,161.460000,5097.000000
SBER [TQBR],1,20161206,145700,161.450000,161.490000,161.360000,161.400000,3151.000000
SBER [TQBR],1,20161206,145800,161.400000,161.510000,161.400000,161.500000,4581.000000
SBER [TQBR],1,20161206,145900,161.480000,161.590000,161.480000,161.590000,2708.000000
SBER [TQBR],1,20161206,150000,161.550000,161.550000,161.480000,161.490000,1768.000000
SBER [TQBR],1,20161206,150100,161.480000,161.490000,161.310000,161.340000,13557.000000
SBER [TQBR],1,20161206,150200,161.310000,161.340000,161.050000,161.060000,65435.000000
SBER [TQBR],1,20161206,150300,161.050000,161.120000,161.010000,161.120000,27606.000000
SBER [TQBR],1,20161206,150400,161.120000,161.130000,161.030000,161.040000,3794.000000
SBER [TQBR],1,20161206,150500,161.040000,161.060000,160.830000,160.830000,76296.000000
SBER [TQBR],1,20161206,150600,160.840000,160.870000,160.670000,160.720000,43138.000000
SBER [TQBR],1,20161206,150700,160.720000,160.850000,160.720000,160.840000,1416.000000
SBER [TQBR],1,20161206,150800,160.800000,160.950000,160.800000,160.950000,14921.000000
SBER [TQBR],1,20161206,150900,160.920000,160.980000,160.900000,160.900000,2777.000000
SBER [TQBR],1,20161206,151000,160.910000,160.910000,160.830000,160.880000,1852.000000
SBER [TQBR],1,20161206,151100,160.840000,160.880000,160.820000,160.840000,401.000000
SBER [TQBR],1,20161206,151200,160.860000,160.920000,160.860000,160.870000,1680.000000
SBER [TQBR],1,20161206,151300,160.870000,160.910000,160.770000,160.780000,11664.000000
SBER [TQBR],1,20161206,151400,160.780000,160.880000,160.770000,160.770000,1977.000000
SBER [TQBR],1,20161206,151500,160.780000,160.850000,160.770000,160.810000,5424.000000
SBER [TQBR],1,20161206,151600,160.780000,160.830000,160.770000,160.810000,1817.000000
SBER [TQBR],1,20161206,151700,160.810000,160.850000,160.810000,160.850000,517.000000
SBER [TQBR],1,20161206,151800,160.850000,160.910000,160.840000,160.870000,1552.000000
SBER [TQBR],1,20161206,151900,160.870000,161.090000,160.870000,161.030000,9771.000000
SBER [TQBR],1,20161206,152000,161.010000,161.010000,160.890000,160.890000,3174.000000
SBER [TQBR],1,20161206,152100,160.880000,160.930000,160.820000,160.860000,2533.000000
SBER [TQBR],1,20161206,152200,160.870000,160.910000,160.840000,160.860000,1677.000000
SBER [TQBR],1,20161206,152300,160.830000,160.950000,160.820000,160.860000,4159.000000
SBER [TQBR],1,20161206,152400,160.860000,160.900000,160.800000,160.830000,3098.000000
SBER [TQBR],1,20161206,152500,160.840000,160.950000,160.840000,160.950000,2010.000000
SBER [TQBR],1,20161206,152600,160.940000,160.950000,160.810000,160.830000,2684.000000
SBER [TQBR],1,20161206,152700,160.830000,160.890000,160.830000,160.840000,1315.000000
SBER [TQBR],1,20161206,152800,160.830000,160.850000,160.800000,160.820000,895.000000
SBER [TQBR],1,20161206,152900,160.830000,160.870000,160.690000,160.690000,8406.000000
SBER [TQBR],1,20161206,153000,160.710000,160.710000,160.400000,160.490000,40519.000000
SBER [TQBR],1,20161206,153100,160.490000,160.590000,160.430000,160.590000,13908.000000
SBER [TQBR],1,20161206,153200,160.580000,160.650000,160.560000,160.650000,1453.000000
SBER [TQBR],1,20161206,153300,160.630000,160.660000,160.510000,160.540000,2409.000000
SBER [TQBR],1,20161206,153400,160.540000,160.650000,160.540000,160.590000,1860.000000
SBER [TQBR],1,20161206,153500,160.610000,160.630000,160.370000,160.400000,10827.000000
SBER [TQBR],1,20161206,153600,160.370000,160.400000,160.250000,160.300000,12902.000000
SBER [TQBR],1,20161206,153700,160.270000,160.370000,160.120000,160.210000,38762.000000
SBER [TQBR],1,20161206,153800,160.210000,160.210000,160.120000,160.190000,6300.000000
SBER [TQBR],1,20161206,153900,160.170000,160.260000,160.130000,160.260000,9206.000000
SBER [TQBR],1,20161206,154000,160.260000,160.310000,160.220000,160.270000,4920.000000
SBER [TQBR],1,20161206,154100,160.260000,160.330000,160.230000,160.300000,4527.000000
SBER [TQBR],1,20161206,154200,160.290000,160.450000,160.290000,160.440000,8848.000000
SBER [TQBR],1,20161206,154300,160.410000,160.440000,160.360000,160.420000,2185.000000
SBER [TQBR],1,20161206,154400,160.440000,160.450000,160.380000,160.410000,1447.000000
SBER [TQBR],1,20161206,154500,160.400000,160.410000,160.360000,160.410000,871.000000
SBER [TQBR],1,20161206,154600,160.400000,160.420000,160.370000,160.420000,731.000000
SBER [TQBR],1,20161206,154700,160.380000,160.460000,160.380000,160.460000,2769.000000
SBER [TQBR],1,20161206,154800,160.450000,160.490000,160.370000,160.370000,2960.000000
SBER [TQBR],1,20161206,154900,160.360000,160.390000,160.230000,160.300000,5348.000000
SBER [TQBR],1,20161206,155000,160.300000,160.350000,160.270000,160.350000,1044.000000
SBER [TQBR],1,20161206,155100,160.330000,160.350000,160.310000,160.310000,605.000000
SBER [TQBR],1,20161206,155200,160.310000,160.370000,160.300000,160.340000,5018.000000
SBER [TQBR],1,20161206,155300,160.320000,160.390000,160.310000,160.340000,5496.000000
SBER [TQBR],1,20161206,155400,160.330000,160.420000,160.330000,160.420000,9830.000000
SBER [TQBR],1,20161206,155500,160.410000,160.420000,160.380000,160.420000,1844.000000
SBER [TQBR],1,20161206,155600,160.410000,160.420000,160.400000,160.420000,485.000000
SBER [TQBR],1,20161206,155700,160.400000,160.450000,160.400000,160.440000,814.000000
SBER [TQBR],1,20161206,155800,160.440000,160.620000,160.430000,160.590000,10120.000000
SBER [TQBR],1,20161206,155900,160.580000,160.600000,160.520000,160.520000,1260.000000
SBER [TQBR],1,20161206,160000,160.540000,160.540000,160.420000,160.420000,19479.000000
SBER [TQBR],1,20161206,160100,160.420000,160.460000,160.360000,160.460000,8615.000000
SBER [TQBR],1,20161206,160200,160.470000,160.490000,160.440000,160.480000,334.000000
SBER [TQBR],1,20161206,160300,160.480000,160.480000,160.450000,160.480000,347.000000
SBER [TQBR],1,20161206,160400,160.450000,160.480000,160.380000,160.380000,2879.000000
SBER [TQBR],1,20161206,160500,160.380000,160.440000,160.360000,160.420000,1355.000000
SBER [TQBR],1,20161206,160600,160.390000,160.430000,160.360000,160.360000,6121.000000
SBER [TQBR],1,20161206,160700,160.360000,160.370000,160.210000,160.250000,9476.000000
SBER [TQBR],1,20161206,160800,160.260000,160.340000,160.160000,160.160000,11141.000000
SBER [TQBR],1,20161206,160900,160.160000,160.200000,159.990000,159.990000,88744.000000
SBER [TQBR],1,20161206,161000,160.000000,160.200000,159.990000,160.200000,18724.000000
SBER [TQBR],1,20161206,161100,160.170000,160.240000,160.120000,160.170000,4830.000000
SBER [TQBR],1,20161206,161200,160.130000,160.180000,160.120000,160.180000,698.000000
SBER [TQBR],1,20161206,161300,160.160000,160.260000,160.160000,160.200000,1927.000000
SBER [TQBR],1,20161206,161400,160.210000,160.230000,160.090000,160.170000,4111.000000
SBER [TQBR],1,20161206,161500,160.180000,160.250000,160.100000,160.250000,5145.000000
SBER [TQBR],1,20161206,161600,160.200000,160.270000,160.200000,160.250000,6156.000000
SBER [TQBR],1,20161206,161700,160.230000,160.290000,160.230000,160.290000,4000.000000
SBER [TQBR],1,20161206,161800,160.290000,160.380000,160.270000,160.380000,1340.000000
SBER [TQBR],1,20161206,161900,160.340000,160.350000,160.200000,160.280000,12488.000000
SBER [TQBR],1,20161206,162000,160.320000,160.330000,160.260000,160.310000,1255.000000
SBER [TQBR],1,20161206,162100,160.270000,160.330000,160.270000,160.290000,1189.000000
SBER [TQBR],1,20161206,162200,160.280000,160.280000,160.200000,160.200000,8652.000000
SBER [TQBR],1,20161206,162300,160.200000,160.280000,160.150000,160.280000,14790.000000
SBER [TQBR],1,20161206,162400,160.250000,160.320000,160.190000,160.300000,10493.000000
SBER [TQBR],1,20161206,162500,160.320000,160.320000,160.200000,160.290000,1973.000000
SBER [TQBR],1,20161206,162600,160.230000,160.320000,160.230000,160.280000,164.000000
SBER [TQBR],1,20161206,162700,160.250000,160.310000,160.230000,160.280000,986.000000
SBER [TQBR],1,20161206,162800,160.270000,160.350000,160.270000,160.330000,3672.000000
SBER [TQBR],1,20161206,162900,160.330000,160.400000,160.320000,160.390000,3557.000000
SBER [TQBR],1,20161206,163000,160.410000,160.460000,160.350000,160.420000,2186.000000
SBER [TQBR],1,20161206,163100,160.390000,160.520000,160.380000,160.480000,23033.000000
SBER [TQBR],1,20161206,163200,160.480000,160.530000,160.450000,160.510000,2047.000000
SBER [TQBR],1,20161206,163300,160.510000,160.590000,160.510000,160.590000,3545.000000
SBER [TQBR],1,20161206,163400,160.570000,160.580000,160.520000,160.540000,1599.000000
SBER [TQBR],1,20161206,163500,160.530000,160.530000,160.470000,160.490000,2009.000000
SBER [TQBR],1,20161206,163600,160.470000,160.550000,160.470000,160.540000,1771.000000
SBER [TQBR],1,20161206,163700,160.540000,160.550000,160.400000,160.400000,5315.000000
SBER [TQBR],1,20161206,163800,160.400000,160.420000,160.350000,160.370000,9695.000000
SBER [TQBR],1,20161206,163900,160.350000,160.380000,160.350000,160.380000,4462.000000
SBER [TQBR],1,20161206,164000,160.360000,160.410000,160.350000,160.410000,1963.000000
SBER [TQBR],1,20161206,164100,160.400000,160.440000,160.390000,160.410000,333.000000
SBER [TQBR],1,20161206,164200,160.410000,160.410000,160.350000,160.390000,9464.000000
SBER [TQBR],1,20161206,164300,160.370000,160.410000,160.370000,160.410000,632.000000
SBER [TQBR],1,20161206,164400,160.400000,160.470000,160.400000,160.450000,4522.000000
SBER [TQBR],1,20161206,164500,160.440000,160.440000,160.350000,160.350000,1544.000000
SBER [TQBR],1,20161206,164600,160.350000,160.360000,160.260000,160.310000,4304.000000
SBER [TQBR],1,20161206,164700,160.310000,160.320000,160.270000,160.270000,673.000000
SBER [TQBR],1,20161206,164800,160.270000,160.310000,160.240000,160.270000,981.000000
SBER [TQBR],1,20161206,164900,160.240000,160.300000,160.240000,160.300000,4550.000000
SBER [TQBR],1,20161206,165000,160.300000,160.330000,160.260000,160.300000,1264.000000
SBER [TQBR],1,20161206,165100,160.310000,160.320000,160.290000,160.310000,854.000000
SBER [TQBR],1,20161206,165200,160.290000,160.310000,160.250000,160.250000,4291.000000
SBER [TQBR],1,20161206,165300,160.250000,160.260000,160.220000,160.250000,3211.000000
SBER [TQBR],1,20161206,165400,160.220000,160.250000,160.210000,160.230000,1312.000000
SBER [TQBR],1,20161206,165500,160.230000,160.240000,160.210000,160.210000,1320.000000
SBER [TQBR],1,20161206,165600,160.210000,160.450000,160.170000,160.410000,40344.000000
SBER [TQBR],1,20161206,165700,160.410000,160.420000,160.270000,160.300000,3811.000000
SBER [TQBR],1,20161206,165800,160.340000,160.340000,160.230000,160.300000,2437.000000
SBER [TQBR],1,20161206,165900,160.260000,160.410000,160.260000,160.410000,2259.000000
SBER [TQBR],1,20161206,170000,160.390000,160.500000,160.390000,160.460000,4209.000000
SBER [TQBR],1,20161206,170100,160.460000,160.550000,160.450000,160.510000,7019.000000
SBER [TQBR],1,20161206,170200,160.520000,160.520000,160.400000,160.400000,1673.000000
SBER [TQBR],1,20161206,170300,160.390000,160.410000,160.360000,160.400000,1215.000000
SBER [TQBR],1,20161206,170400,160.390000,160.420000,160.260000,160.310000,5025.000000
SBER [TQBR],1,20161206,170500,160.290000,160.420000,160.280000,160.410000,5425.000000
SBER [TQBR],1,20161206,170600,160.410000,160.420000,160.360000,160.400000,455.000000
SBER [TQBR],1,20161206,170700,160.370000,160.850000,160.370000,160.790000,33391.000000
SBER [TQBR],1,20161206,170800,160.800000,160.860000,160.690000,160.790000,10442.000000
SBER [TQBR],1,20161206,170900,160.770000,160.830000,160.700000,160.700000,5792.000000
SBER [TQBR],1,20161206,171000,160.680000,160.700000,160.610000,160.610000,2160.000000
SBER [TQBR],1,20161206,171100,160.650000,160.650000,160.500000,160.550000,1620.000000
SBER [TQBR],1,20161206,171200,160.510000,160.660000,160.500000,160.620000,7687.000000
SBER [TQBR],1,20161206,171300,160.570000,160.650000,160.570000,160.620000,12059.000000
SBER [TQBR],1,20161206,171400,160.600000,160.630000,160.600000,160.600000,2354.000000
SBER [TQBR],1,20161206,171500,160.620000,160.620000,160.500000,160.540000,2975.000000
SBER [TQBR],1,20161206,171600,160.500000,160.600000,160.480000,160.570000,10075.000000
SBER [TQBR],1,20161206,171700,160.570000,160.600000,160.530000,160.600000,1655.000000
SBER [TQBR],1,20161206,171800,160.570000,160.600000,160.550000,160.570000,1652.000000
SBER [TQBR],1,20161206,171900,160.570000,160.600000,160.550000,160.560000,3377.000000
SBER [TQBR],1,20161206,172000,160.560000,160.600000,160.400000,160.420000,5361.000000
SBER [TQBR],1,20161206,172100,160.420000,160.500000,160.290000,160.340000,13280.000000
SBER [TQBR],1,20161206,172200,160.330000,160.390000,160.280000,160.390000,3101.000000
SBER [TQBR],1,20161206,172300,160.390000,160.430000,160.370000,160.410000,644.000000
SBER [TQBR],1,20161206,172400,160.410000,160.450000,160.360000,160.450000,2111.000000
SBER [TQBR],1,20161206,172500,160.430000,160.450000,160.400000,160.450000,292.000000
SBER [TQBR],1,20161206,172600,160.410000,160.460000,160.400000,160.460000,1032.000000
SBER [TQBR],1,20161206,172700,160.460000,160.480000,160.430000,160.480000,3178.000000
SBER [TQBR],1,20161206,172800,160.470000,160.490000,160.460000,160.470000,1219.000000
SBER [TQBR],1,20161206,172900,160.470000,160.500000,160.470000,160.500000,6808.000000
SBER [TQBR],1,20161206,173000,160.490000,160.490000,160.300000,160.400000,7321.000000
SBER [TQBR],1,20161206,173100,160.400000,160.410000,160.350000,160.350000,8359.000000
SBER [TQBR],1,20161206,173200,160.350000,160.370000,160.210000,160.290000,4910.000000
SBER [TQBR],1,20161206,173300,160.290000,160.330000,160.250000,160.300000,1305.000000
SBER [TQBR],1,20161206,173400,160.280000,160.300000,160.100000,160.190000,24989.000000
SBER [TQBR],1,20161206,173500,160.190000,160.190000,159.800000,159.900000,67847.000000
SBER [TQBR],1,20161206,173600,159.870000,160.110000,159.830000,160.000000,17424.000000
SBER [TQBR],1,20161206,173700,160.010000,160.050000,159.860000,160.040000,30922.000000
SBER [TQBR],1,20161206,173800,160.040000,160.070000,159.860000,159.950000,9891.000000
SBER [TQBR],1,20161206,173900,159.890000,159.970000,159.880000,159.900000,6025.000000
SBER [TQBR],1,20161206,174000,159.880000,159.980000,159.850000,159.940000,6483.000000
SBER [TQBR],1,20161206,174100,159.950000,159.980000,159.900000,159.980000,3343.000000
SBER [TQBR],1,20161206,174200,159.980000,160.120000,159.970000,160.000000,37596.000000
SBER [TQBR],1,20161206,174300,160.040000,160.090000,160.020000,160.030000,928.000000
SBER [TQBR],1,20161206,174400,160.030000,160.100000,160.000000,160.070000,9556.000000
SBER [TQBR],1,20161206,174500,160.060000,160.100000,160.000000,160.070000,5643.000000
SBER [TQBR],1,20161206,174600,160.070000,160.200000,160.070000,160.160000,18220.000000
SBER [TQBR],1,20161206,174700,160.130000,160.160000,160.050000,160.110000,7697.000000
SBER [TQBR],1,20161206,174800,160.080000,160.110000,160.060000,160.090000,1198.000000
SBER [TQBR],1,20161206,174900,160.100000,160.250000,160.080000,160.250000,15404.000000
SBER [TQBR],1,20161206,175000,160.230000,160.250000,160.140000,160.150000,8286.000000
SBER [TQBR],1,20161206,175100,160.130000,160.180000,160.100000,160.120000,1147.000000
SBER [TQBR],1,20161206,175200,160.120000,160.130000,159.950000,159.990000,11686.000000
SBER [TQBR],1,20161206,175300,159.990000,160.000000,159.930000,159.940000,2828.000000
SBER [TQBR],1,20161206,175400,159.920000,160.000000,159.920000,160.000000,4928.000000
SBER [TQBR],1,20161206,175500,159.990000,160.000000,159.770000,159.820000,17504.000000
SBER [TQBR],1,20161206,175600,159.830000,159.830000,159.710000,159.750000,29392.000000
SBER [TQBR],1,20161206,175700,159.730000,159.820000,159.730000,159.810000,5006.000000
SBER [TQBR],1,20161206,175800,159.820000,159.890000,159.810000,159.840000,1009.000000
SBER [TQBR],1,20161206,175900,159.850000,159.880000,159.780000,159.850000,2708.000000
SBER [TQBR],1,20161206,180000,159.840000,159.880000,159.780000,159.780000,8157.000000
SBER [TQBR],1,20161206,180100,159.850000,159.880000,159.790000,159.880000,2358.000000
SBER [TQBR],1,20161206,180200,159.880000,159.900000,159.850000,159.900000,8180.000000
SBER [TQBR],1,20161206,180300,159.900000,159.900000,159.810000,159.820000,2764.000000
SBER [TQBR],1,20161206,180400,159.840000,159.840000,159.650000,159.700000,31204.000000
SBER [TQBR],1,20161206,180500,159.710000,159.790000,159.690000,159.790000,4079.000000
SBER [TQBR],1,20161206,180600,159.800000,160.000000,159.780000,159.990000,8726.000000
SBER [TQBR],1,20161206,180700,159.970000,159.990000,159.900000,159.930000,4570.000000
SBER [TQBR],1,20161206,180800,159.930000,159.970000,159.910000,159.970000,1341.000000
SBER [TQBR],1,20161206,180900,159.960000,159.970000,159.920000,159.920000,2958.000000
SBER [TQBR],1,20161206,181000,159.930000,160.030000,159.900000,159.990000,11405.000000
SBER [TQBR],1,20161206,181100,159.990000,160.000000,159.930000,160.000000,1556.000000
SBER [TQBR],1,20161206,181200,159.970000,160.000000,159.970000,159.990000,1254.000000
SBER [TQBR],1,20161206,181300,159.950000,160.030000,159.930000,159.940000,6451.000000
SBER [TQBR],1,20161206,181400,159.940000,159.970000,159.930000,159.960000,3865.000000
SBER [TQBR],1,20161206,181500,159.930000,159.950000,159.850000,159.850000,8248.000000
SBER [TQBR],1,20161206,181600,159.840000,159.870000,159.760000,159.780000,4678.000000
SBER [TQBR],1,20161206,181700,159.830000,159.900000,159.790000,159.860000,7229.000000
SBER [TQBR],1,20161206,181800,159.860000,159.920000,159.730000,159.790000,15672.000000
SBER [TQBR],1,20161206,181900,159.750000,159.880000,159.750000,159.870000,12021.000000
SBER [TQBR],1,20161206,182000,159.830000,159.850000,159.670000,159.680000,11097.000000
SBER [TQBR],1,20161206,182100,159.680000,159.750000,159.660000,159.740000,6366.000000
SBER [TQBR],1,20161206,182200,159.740000,159.750000,159.660000,159.680000,7547.000000
SBER [TQBR],1,20161206,182300,159.700000,159.840000,159.670000,159.810000,7385.000000
SBER [TQBR],1,20161206,182400,159.770000,159.770000,159.630000,159.660000,8581.000000
SBER [TQBR],1,20161206,182500,159.660000,159.900000,159.660000,159.700000,26832.000000
SBER [TQBR],1,20161206,182600,159.700000,159.830000,159.680000,159.740000,10036.000000
SBER [TQBR],1,20161206,182700,159.740000,159.870000,159.740000,159.830000,9137.000000
SBER [TQBR],1,20161206,182800,159.780000,159.830000,159.760000,159.800000,8641.000000
