<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER [TQBR],5,20161102,111500,144.170000,144.300000,144.140000,144.220000,44009.000000
SBER [TQBR],5,20161102,112000,144.220000,144.290000,144.200000,144.290000,35801.000000
SBER [TQBR],5,20161102,112500,144.280000,144.340000,143.680000,143.850000,222124.000000
SBER [TQBR],5,20161102,113000,143.820000,144.000000,143.760000,143.930000,47582.000000
SBER [TQBR],5,20161102,113500,143.900000,144.040000,143.900000,144.040000,37505.000000
SBER [TQBR],5,20161102,114000,144.040000,144.060000,143.850000,143.900000,45027.000000
SBER [TQBR],5,20161102,114500,143.900000,144.080000,143.890000,144.040000,36421.000000
SBER [TQBR],5,20161102,115000,144.020000,144.190000,143.970000,144.100000,25122.000000
SBER [TQBR],5,20161102,115500,144.070000,144.100000,143.890000,143.940000,48474.000000
SBER [TQBR],5,20161102,120000,143.990000,144.000000,143.570000,143.600000,63728.000000
SBER [TQBR],5,20161102,120500,143.600000,143.720000,143.510000,143.690000,34624.000000
SBER [TQBR],5,20161102,121000,143.650000,143.720000,143.620000,143.670000,20522.000000
SBER [TQBR],5,20161102,121500,143.680000,143.700000,143.580000,143.680000,28164.000000
SBER [TQBR],5,20161102,122000,143.680000,143.760000,143.630000,143.710000,55096.000000
SBER [TQBR],5,20161102,122500,143.730000,143.850000,143.630000,143.820000,52545.000000
SBER [TQBR],5,20161102,123000,143.810000,144.050000,143.780000,144.040000,29854.000000
SBER [TQBR],5,20161102,123500,144.030000,144.210000,143.980000,144.200000,48609.000000
SBER [TQBR],5,20161102,124000,144.220000,144.500000,144.220000,144.470000,79090.000000
SBER [TQBR],5,20161102,124500,144.480000,144.490000,144.270000,144.410000,63310.000000
SBER [TQBR],5,20161102,125000,144.440000,144.440000,144.320000,144.360000,19767.000000
SBER [TQBR],5,20161102,125500,144.370000,144.450000,144.310000,144.350000,15106.000000
SBER [TQBR],5,20161102,130000,144.330000,144.470000,144.300000,144.310000,27246.000000
SBER [TQBR],5,20161102,130500,144.300000,144.350000,144.190000,144.230000,15357.000000
SBER [TQBR],5,20161102,131000,144.180000,144.290000,144.110000,144.180000,16128.000000
SBER [TQBR],5,20161102,131500,144.150000,144.190000,144.090000,144.120000,7525.000000
SBER [TQBR],5,20161102,132000,144.110000,144.120000,144.020000,144.050000,10033.000000
SBER [TQBR],5,20161102,132500,144.050000,144.180000,144.050000,144.130000,10197.000000
SBER [TQBR],5,20161102,133000,144.130000,144.270000,144.130000,144.200000,13050.000000
SBER [TQBR],5,20161102,133500,144.180000,144.200000,144.140000,144.150000,5818.000000
SBER [TQBR],5,20161102,134000,144.150000,144.220000,144.140000,144.170000,14913.000000
SBER [TQBR],5,20161102,134500,144.170000,144.170000,143.710000,144.010000,79622.000000
SBER [TQBR],5,20161102,135000,143.970000,143.970000,143.840000,143.900000,11932.000000
SBER [TQBR],5,20161102,135500,143.880000,143.960000,143.870000,143.870000,26943.000000
SBER [TQBR],5,20161102,140000,143.860000,143.920000,143.740000,143.740000,28945.000000
SBER [TQBR],5,20161102,140500,143.740000,143.800000,143.600000,143.610000,73974.000000
SBER [TQBR],5,20161102,141000,143.610000,143.630000,143.240000,143.360000,152240.000000
SBER [TQBR],5,20161102,141500,143.350000,143.530000,143.350000,143.530000,26948.000000
SBER [TQBR],5,20161102,142000,143.510000,143.650000,143.490000,143.570000,22686.000000
SBER [TQBR],5,20161102,142500,143.550000,143.590000,143.530000,143.570000,9253.000000
SBER [TQBR],5,20161102,143000,143.570000,143.650000,143.560000,143.610000,43590.000000
SBER [TQBR],5,20161102,143500,143.600000,143.630000,143.540000,143.560000,13359.000000
SBER [TQBR],5,20161102,144000,143.560000,143.640000,143.540000,143.570000,25970.000000
SBER [TQBR],5,20161102,144500,143.570000,143.580000,143.450000,143.480000,134431.000000
SBER [TQBR],5,20161102,145000,143.460000,143.600000,143.450000,143.460000,24076.000000
SBER [TQBR],5,20161102,145500,143.460000,143.480000,143.410000,143.410000,29964.000000
SBER [TQBR],5,20161102,150000,143.410000,143.510000,143.160000,143.280000,76651.000000
SBER [TQBR],5,20161102,150500,143.280000,143.590000,143.280000,143.360000,41626.000000
SBER [TQBR],5,20161102,151000,143.360000,143.540000,143.310000,143.500000,35189.000000
SBER [TQBR],5,20161102,151500,143.530000,143.650000,143.510000,143.640000,20903.000000
SBER [TQBR],5,20161102,152000,143.650000,143.700000,143.500000,143.540000,24543.000000
SBER [TQBR],5,20161102,152500,143.520000,143.610000,143.500000,143.600000,16848.000000
SBER [TQBR],5,20161102,153000,143.600000,143.700000,143.520000,143.550000,30182.000000
SBER [TQBR],5,20161102,153500,143.550000,143.590000,143.510000,143.510000,9845.000000
SBER [TQBR],5,20161102,154000,143.510000,143.520000,143.460000,143.510000,10302.000000
SBER [TQBR],5,20161102,154500,143.500000,143.700000,143.500000,143.620000,27981.000000
SBER [TQBR],5,20161102,155000,143.640000,143.660000,143.600000,143.620000,9071.000000
SBER [TQBR],5,20161102,155500,143.620000,143.730000,143.520000,143.570000,32302.000000
SBER [TQBR],5,20161102,160000,143.550000,143.580000,143.410000,143.430000,37825.000000
SBER [TQBR],5,20161102,160500,143.440000,143.580000,143.390000,143.410000,45164.000000
SBER [TQBR],5,20161102,161000,143.410000,143.660000,143.200000,143.550000,73929.000000
SBER [TQBR],5,20161102,161500,143.580000,143.610000,143.340000,143.370000,34209.000000
SBER [TQBR],5,20161102,162000,143.360000,143.500000,143.360000,143.490000,23889.000000
SBER [TQBR],5,20161102,162500,143.500000,143.500000,143.320000,143.350000,30465.000000
SBER [TQBR],5,20161102,163000,143.350000,143.410000,143.250000,143.300000,73253.000000
SBER [TQBR],5,20161102,163500,143.300000,143.320000,143.000000,143.000000,181589.000000
SBER [TQBR],5,20161102,164000,143.030000,143.090000,142.860000,142.910000,128040.000000
SBER [TQBR],5,20161102,164500,142.920000,143.180000,142.820000,143.120000,284174.000000
SBER [TQBR],5,20161102,165000,143.130000,143.380000,143.090000,143.260000,42743.000000
SBER [TQBR],5,20161102,165500,143.280000,143.480000,143.260000,143.440000,59249.000000
SBER [TQBR],5,20161102,170000,143.430000,143.460000,143.150000,143.230000,31180.000000
SBER [TQBR],5,20161102,170500,143.230000,143.370000,143.230000,143.320000,14466.000000
SBER [TQBR],5,20161102,171000,143.300000,143.430000,143.300000,143.350000,16143.000000
SBER [TQBR],5,20161102,171500,143.390000,143.600000,143.200000,143.530000,41027.000000
SBER [TQBR],5,20161102,172000,143.520000,143.530000,143.350000,143.350000,17308.000000
SBER [TQBR],5,20161102,172500,143.350000,144.170000,143.350000,144.140000,117084.000000
SBER [TQBR],5,20161102,173000,144.130000,144.130000,143.020000,143.130000,162865.000000
SBER [TQBR],5,20161102,173500,143.110000,143.160000,143.000000,143.130000,171237.000000
SBER [TQBR],5,20161102,174000,143.130000,143.250000,143.080000,143.130000,42307.000000
SBER [TQBR],5,20161102,174500,143.130000,143.130000,142.850000,143.070000,82412.000000
SBER [TQBR],5,20161102,175000,143.060000,143.120000,142.600000,142.670000,108009.000000
SBER [TQBR],5,20161102,175500,142.700000,143.290000,142.620000,143.160000,93751.000000
SBER [TQBR],5,20161102,180000,143.160000,143.290000,142.420000,142.460000,239245.000000
SBER [TQBR],5,20161102,180500,142.420000,142.700000,142.330000,142.510000,151236.000000
SBER [TQBR],5,20161102,181000,142.510000,142.680000,142.500000,142.570000,60376.000000
SBER [TQBR],5,20161102,181500,142.570000,142.570000,142.300000,142.500000,79952.000000
SBER [TQBR],5,20161102,182000,142.500000,142.670000,142.480000,142.610000,35612.000000
SBER [TQBR],5,20161102,182500,142.580000,142.830000,142.580000,142.830000,63116.000000
SBER [TQBR],5,20161102,183000,142.840000,142.930000,142.370000,142.390000,89574.000000
SBER [TQBR],5,20161102,183500,142.420000,142.490000,142.310000,142.400000,90698.000000
SBER [TQBR],5,20161102,184500,142.360000,142.360000,142.360000,142.360000,129099.000000
SBER [TQBR],5,20161103,095500,142.800000,142.800000,142.800000,142.800000,6155.000000
SBER [TQBR],5,20161103,100000,142.790000,143.330000,142.660000,142.820000,108930.000000
SBER [TQBR],5,20161103,100500,142.880000,143.100000,142.840000,143.060000,28122.000000
SBER [TQBR],5,20161103,101000,143.090000,143.170000,143.030000,143.120000,63797.000000
SBER [TQBR],5,20161103,101500,143.090000,143.130000,142.370000,142.540000,91611.000000
SBER [TQBR],5,20161103,102000,142.500000,142.800000,142.430000,142.720000,44472.000000
SBER [TQBR],5,20161103,102500,142.690000,142.770000,142.500000,142.520000,9580.000000
SBER [TQBR],5,20161103,103000,142.520000,142.610000,142.030000,142.420000,118178.000000
SBER [TQBR],5,20161103,103500,142.420000,142.680000,142.340000,142.420000,23184.000000
SBER [TQBR],5,20161103,104000,142.380000,142.660000,142.380000,142.480000,11534.000000
SBER [TQBR],5,20161103,104500,142.470000,142.810000,142.450000,142.710000,15833.000000
SBER [TQBR],5,20161103,105000,142.720000,142.770000,142.570000,142.670000,13199.000000
SBER [TQBR],5,20161103,105500,142.670000,143.050000,142.670000,143.000000,39111.000000
SBER [TQBR],5,20161103,110000,143.010000,143.130000,142.660000,142.660000,57376.000000
SBER [TQBR],5,20161103,110500,142.650000,142.700000,142.340000,142.450000,59500.000000
SBER [TQBR],5,20161103,111000,142.460000,142.620000,142.360000,142.500000,44902.000000
SBER [TQBR],5,20161103,111500,142.470000,142.520000,142.080000,142.120000,71676.000000
SBER [TQBR],5,20161103,112000,142.140000,142.230000,141.700000,141.750000,108320.000000
SBER [TQBR],5,20161103,112500,141.750000,141.910000,141.600000,141.900000,45953.000000
SBER [TQBR],5,20161103,113000,141.900000,141.960000,141.820000,141.950000,17038.000000
SBER [TQBR],5,20161103,113500,141.910000,142.090000,141.900000,142.030000,32327.000000
SBER [TQBR],5,20161103,114000,142.030000,142.240000,142.000000,142.080000,27695.000000
SBER [TQBR],5,20161103,114500,142.040000,142.100000,142.020000,142.080000,11810.000000
SBER [TQBR],5,20161103,115000,142.070000,142.680000,142.070000,142.560000,91095.000000
SBER [TQBR],5,20161103,115500,142.570000,142.660000,142.350000,142.390000,46333.000000
SBER [TQBR],5,20161103,120000,142.400000,142.590000,142.360000,142.390000,21754.000000
SBER [TQBR],5,20161103,120500,142.400000,142.540000,142.380000,142.410000,10909.000000
SBER [TQBR],5,20161103,121000,142.410000,142.610000,142.410000,142.560000,24382.000000
SBER [TQBR],5,20161103,121500,142.530000,142.580000,142.510000,142.510000,1872.000000
SBER [TQBR],5,20161103,122000,142.550000,142.570000,142.440000,142.450000,21551.000000
SBER [TQBR],5,20161103,122500,142.450000,142.500000,142.360000,142.430000,16490.000000
SBER [TQBR],5,20161103,123000,142.430000,142.490000,142.370000,142.450000,14852.000000
SBER [TQBR],5,20161103,123500,142.450000,142.550000,142.380000,142.550000,12160.000000
SBER [TQBR],5,20161103,124000,142.550000,142.590000,142.450000,142.450000,9001.000000
SBER [TQBR],5,20161103,124500,142.450000,142.470000,142.350000,142.420000,19852.000000
SBER [TQBR],5,20161103,125000,142.430000,142.570000,142.430000,142.540000,7175.000000
SBER [TQBR],5,20161103,125500,142.520000,142.560000,142.500000,142.510000,4908.000000
SBER [TQBR],5,20161103,130000,142.520000,142.650000,142.480000,142.500000,28407.000000
SBER [TQBR],5,20161103,130500,142.540000,142.890000,142.510000,142.810000,43497.000000
SBER [TQBR],5,20161103,131000,142.810000,142.980000,142.700000,142.760000,69196.000000
SBER [TQBR],5,20161103,131500,142.760000,142.790000,142.710000,142.790000,11537.000000
SBER [TQBR],5,20161103,132000,142.760000,143.040000,142.760000,143.030000,72834.000000
SBER [TQBR],5,20161103,132500,143.030000,143.080000,142.870000,142.930000,21470.000000
SBER [TQBR],5,20161103,133000,142.930000,142.960000,142.760000,142.800000,31131.000000
SBER [TQBR],5,20161103,133500,142.760000,142.820000,142.660000,142.710000,12762.000000
SBER [TQBR],5,20161103,134000,142.680000,142.790000,142.630000,142.690000,12300.000000
SBER [TQBR],5,20161103,134500,142.710000,142.770000,142.550000,142.610000,11589.000000
SBER [TQBR],5,20161103,135000,142.600000,142.700000,142.540000,142.680000,3354.000000
SBER [TQBR],5,20161103,135500,142.690000,142.850000,142.630000,142.680000,17053.000000
SBER [TQBR],5,20161103,140000,142.660000,142.800000,142.630000,142.790000,5602.000000
SBER [TQBR],5,20161103,140500,142.780000,142.950000,142.700000,142.950000,10048.000000
SBER [TQBR],5,20161103,141000,142.950000,143.030000,142.620000,142.800000,26812.000000
SBER [TQBR],5,20161103,141500,142.790000,142.900000,142.700000,142.900000,11920.000000
SBER [TQBR],5,20161103,142000,142.900000,142.940000,142.780000,142.790000,13661.000000
SBER [TQBR],5,20161103,142500,142.790000,143.030000,142.770000,143.000000,22242.000000
SBER [TQBR],5,20161103,143000,143.030000,143.250000,143.000000,143.100000,101483.000000
SBER [TQBR],5,20161103,143500,143.100000,143.500000,143.100000,143.320000,97814.000000
SBER [TQBR],5,20161103,144000,143.350000,143.530000,143.320000,143.410000,45530.000000
SBER [TQBR],5,20161103,144500,143.410000,143.510000,143.400000,143.460000,25666.000000
SBER [TQBR],5,20161103,145000,143.450000,143.490000,143.300000,143.320000,11803.000000
SBER [TQBR],5,20161103,145500,143.320000,143.430000,143.150000,143.260000,44316.000000
SBER [TQBR],5,20161103,150000,143.220000,143.400000,143.220000,143.350000,15157.000000
SBER [TQBR],5,20161103,150500,143.360000,143.400000,143.320000,143.350000,12027.000000
SBER [TQBR],5,20161103,151000,143.350000,143.470000,143.340000,143.460000,29113.000000
SBER [TQBR],5,20161103,151500,143.460000,143.660000,143.400000,143.400000,46543.000000
SBER [TQBR],5,20161103,152000,143.410000,143.450000,143.310000,143.360000,25400.000000
SBER [TQBR],5,20161103,152500,143.400000,143.400000,143.210000,143.270000,19987.000000
SBER [TQBR],5,20161103,153000,143.270000,143.320000,143.100000,143.130000,18778.000000
SBER [TQBR],5,20161103,153500,143.140000,143.250000,143.120000,143.250000,8062.000000
SBER [TQBR],5,20161103,154000,143.250000,143.300000,143.160000,143.200000,8629.000000
SBER [TQBR],5,20161103,154500,143.200000,143.240000,143.050000,143.100000,12748.000000
SBER [TQBR],5,20161103,155000,143.080000,143.370000,143.080000,143.370000,7685.000000
SBER [TQBR],5,20161103,155500,143.370000,143.390000,143.300000,143.340000,10376.000000
SBER [TQBR],5,20161103,160000,143.350000,143.380000,142.810000,142.980000,62088.000000
SBER [TQBR],5,20161103,160500,142.990000,143.160000,142.950000,143.030000,14574.000000
SBER [TQBR],5,20161103,161000,143.030000,143.030000,142.800000,142.840000,48577.000000
SBER [TQBR],5,20161103,161500,142.840000,142.880000,142.650000,142.720000,41847.000000
SBER [TQBR],5,20161103,162000,142.700000,142.700000,141.870000,142.020000,270567.000000
SBER [TQBR],5,20161103,162500,142.050000,142.260000,141.900000,141.900000,80225.000000
SBER [TQBR],5,20161103,163000,141.900000,141.990000,141.750000,141.960000,56315.000000
SBER [TQBR],5,20161103,163500,141.910000,142.230000,141.880000,142.140000,34359.000000
SBER [TQBR],5,20161103,164000,142.120000,142.250000,142.000000,142.200000,19913.000000
SBER [TQBR],5,20161103,164500,142.200000,142.240000,141.900000,141.970000,19156.000000
SBER [TQBR],5,20161103,165000,141.990000,142.010000,141.810000,141.850000,18711.000000
SBER [TQBR],5,20161103,165500,141.860000,141.950000,141.770000,141.840000,24561.000000
SBER [TQBR],5,20161103,170000,141.820000,142.060000,141.800000,142.000000,14795.000000
SBER [TQBR],5,20161103,170500,142.000000,142.490000,141.970000,142.390000,67099.000000
SBER [TQBR],5,20161103,171000,142.400000,142.580000,142.280000,142.560000,39798.000000
SBER [TQBR],5,20161103,171500,142.530000,142.690000,142.350000,142.610000,29356.000000
SBER [TQBR],5,20161103,172000,142.650000,142.890000,142.610000,142.810000,37180.000000
SBER [TQBR],5,20161103,172500,142.800000,142.970000,142.740000,142.750000,25823.000000
SBER [TQBR],5,20161103,173000,142.750000,142.930000,142.710000,142.850000,18981.000000
SBER [TQBR],5,20161103,173500,142.850000,142.920000,142.720000,142.720000,40969.000000
SBER [TQBR],5,20161103,174000,142.720000,142.850000,142.500000,142.600000,33228.000000
SBER [TQBR],5,20161103,174500,142.650000,142.840000,142.520000,142.770000,22999.000000
SBER [TQBR],5,20161103,175000,142.770000,143.200000,142.740000,143.090000,77164.000000
SBER [TQBR],5,20161103,175500,143.080000,143.160000,143.000000,143.000000,56317.000000
SBER [TQBR],5,20161103,180000,143.000000,143.090000,142.830000,142.850000,27674.000000
SBER [TQBR],5,20161103,180500,142.830000,142.860000,142.530000,142.670000,52206.000000
SBER [TQBR],5,20161103,181000,142.670000,142.890000,142.640000,142.640000,26385.000000
SBER [TQBR],5,20161103,181500,142.630000,142.640000,142.230000,142.430000,54443.000000
SBER [TQBR],5,20161103,182000,142.400000,142.440000,142.250000,142.250000,35397.000000
SBER [TQBR],5,20161103,182500,142.260000,142.420000,142.210000,142.300000,30990.000000
SBER [TQBR],5,20161103,183000,142.310000,142.870000,142.300000,142.670000,55533.000000
SBER [TQBR],5,20161103,183500,142.620000,142.620000,142.000000,142.000000,210746.000000
SBER [TQBR],5,20161103,184500,142.750000,142.750000,142.750000,142.750000,66989.000000
SBER [TQBR],5,20161107,095500,143.800000,143.800000,143.800000,143.800000,5017.000000
SBER [TQBR],5,20161107,100000,143.620000,143.920000,142.900000,143.070000,162118.000000
SBER [TQBR],5,20161107,100500,143.050000,143.060000,142.890000,142.920000,73637.000000
SBER [TQBR],5,20161107,101000,142.920000,142.940000,142.740000,142.750000,29926.000000
SBER [TQBR],5,20161107,101500,142.770000,143.060000,142.670000,143.030000,45664.000000
SBER [TQBR],5,20161107,102000,143.000000,143.090000,142.840000,142.900000,35452.000000
SBER [TQBR],5,20161107,102500,142.900000,143.560000,142.870000,143.360000,113710.000000
SBER [TQBR],5,20161107,103000,143.360000,143.370000,143.190000,143.290000,24335.000000
SBER [TQBR],5,20161107,103500,143.290000,143.290000,143.170000,143.250000,22697.000000
SBER [TQBR],5,20161107,104000,143.220000,143.250000,143.140000,143.200000,17908.000000
SBER [TQBR],5,20161107,104500,143.190000,143.210000,143.120000,143.170000,13332.000000
SBER [TQBR],5,20161107,105000,143.130000,143.200000,143.040000,143.070000,8606.000000
SBER [TQBR],5,20161107,105500,143.040000,143.220000,143.020000,143.210000,11509.000000
SBER [TQBR],5,20161107,110000,143.210000,143.300000,143.070000,143.120000,42387.000000
SBER [TQBR],5,20161107,110500,143.120000,143.220000,143.070000,143.090000,32095.000000
SBER [TQBR],5,20161107,111000,143.120000,143.120000,142.700000,142.710000,48804.000000
SBER [TQBR],5,20161107,111500,142.700000,143.080000,142.550000,143.060000,48163.000000
SBER [TQBR],5,20161107,112000,143.050000,143.180000,142.750000,143.000000,24827.000000
SBER [TQBR],5,20161107,112500,142.970000,143.080000,142.860000,142.980000,9105.000000
SBER [TQBR],5,20161107,113000,142.970000,143.170000,142.930000,143.170000,6232.000000
SBER [TQBR],5,20161107,113500,143.130000,143.220000,143.040000,143.170000,11899.000000
SBER [TQBR],5,20161107,114000,143.200000,143.200000,143.050000,143.090000,4161.000000
SBER [TQBR],5,20161107,114500,143.090000,143.200000,143.080000,143.160000,5493.000000
SBER [TQBR],5,20161107,115000,143.160000,143.190000,143.060000,143.160000,4827.000000
SBER [TQBR],5,20161107,115500,143.140000,143.210000,143.070000,143.090000,6844.000000
SBER [TQBR],5,20161107,120000,143.100000,143.150000,143.050000,143.110000,3571.000000
SBER [TQBR],5,20161107,120500,143.110000,143.490000,143.070000,143.470000,74878.000000
SBER [TQBR],5,20161107,121000,143.440000,143.960000,143.440000,143.930000,134033.000000
SBER [TQBR],5,20161107,121500,143.940000,144.260000,143.900000,144.220000,247214.000000
SBER [TQBR],5,20161107,122000,144.240000,144.370000,144.090000,144.300000,67760.000000
SBER [TQBR],5,20161107,122500,144.300000,144.340000,144.200000,144.200000,27127.000000
SBER [TQBR],5,20161107,123000,144.220000,144.680000,144.170000,144.600000,54526.000000
SBER [TQBR],5,20161107,123500,144.590000,144.600000,144.400000,144.460000,30845.000000
SBER [TQBR],5,20161107,124000,144.470000,144.490000,144.330000,144.430000,30087.000000
SBER [TQBR],5,20161107,124500,144.430000,144.450000,144.280000,144.350000,18034.000000
SBER [TQBR],5,20161107,125000,144.350000,144.510000,144.310000,144.500000,28368.000000
SBER [TQBR],5,20161107,125500,144.500000,144.670000,144.480000,144.530000,40916.000000
SBER [TQBR],5,20161107,130000,144.530000,144.540000,144.400000,144.460000,7912.000000
SBER [TQBR],5,20161107,130500,144.460000,144.480000,144.280000,144.430000,24499.000000
SBER [TQBR],5,20161107,131000,144.430000,144.430000,144.350000,144.360000,2253.000000
SBER [TQBR],5,20161107,131500,144.360000,144.440000,144.340000,144.420000,5174.000000
SBER [TQBR],5,20161107,132000,144.420000,144.470000,144.360000,144.440000,18163.000000
SBER [TQBR],5,20161107,132500,144.440000,144.480000,144.400000,144.450000,4719.000000
SBER [TQBR],5,20161107,133000,144.450000,144.510000,144.430000,144.480000,6486.000000
SBER [TQBR],5,20161107,133500,144.480000,144.490000,144.400000,144.450000,3295.000000
SBER [TQBR],5,20161107,134000,144.450000,144.450000,144.370000,144.420000,2462.000000
SBER [TQBR],5,20161107,134500,144.420000,144.490000,144.380000,144.420000,8332.000000
SBER [TQBR],5,20161107,135000,144.410000,144.450000,144.230000,144.270000,25413.000000
SBER [TQBR],5,20161107,135500,144.270000,144.320000,144.060000,144.320000,59022.000000
SBER [TQBR],5,20161107,140000,144.310000,144.350000,144.230000,144.250000,12663.000000
SBER [TQBR],5,20161107,140500,144.250000,144.280000,144.200000,144.230000,9718.000000
SBER [TQBR],5,20161107,141000,144.230000,144.250000,144.170000,144.250000,3665.000000
SBER [TQBR],5,20161107,141500,144.250000,144.350000,144.160000,144.280000,17464.000000
SBER [TQBR],5,20161107,142000,144.280000,144.470000,144.200000,144.400000,18821.000000
SBER [TQBR],5,20161107,142500,144.400000,144.470000,144.180000,144.400000,17416.000000
SBER [TQBR],5,20161107,143000,144.400000,144.400000,144.320000,144.370000,6372.000000
SBER [TQBR],5,20161107,143500,144.370000,144.400000,144.310000,144.380000,5833.000000
SBER [TQBR],5,20161107,144000,144.380000,144.440000,144.300000,144.430000,4537.000000
SBER [TQBR],5,20161107,144500,144.440000,144.460000,144.350000,144.440000,12078.000000
SBER [TQBR],5,20161107,145000,144.440000,144.450000,144.350000,144.380000,2919.000000
SBER [TQBR],5,20161107,145500,144.380000,144.470000,144.360000,144.440000,18259.000000
SBER [TQBR],5,20161107,150000,144.440000,144.880000,144.440000,144.800000,104031.000000
SBER [TQBR],5,20161107,150500,144.800000,144.840000,144.650000,144.720000,13462.000000
SBER [TQBR],5,20161107,151000,144.720000,144.740000,144.640000,144.710000,8645.000000
SBER [TQBR],5,20161107,151500,144.710000,144.730000,144.610000,144.620000,5658.000000
SBER [TQBR],5,20161107,152000,144.620000,144.640000,144.530000,144.550000,18883.000000
SBER [TQBR],5,20161107,152500,144.550000,144.600000,144.350000,144.430000,36168.000000
SBER [TQBR],5,20161107,153000,144.430000,144.540000,144.400000,144.500000,16738.000000
SBER [TQBR],5,20161107,153500,144.500000,144.520000,144.400000,144.430000,3537.000000
SBER [TQBR],5,20161107,154000,144.430000,144.520000,144.420000,144.490000,7193.000000
SBER [TQBR],5,20161107,154500,144.480000,144.600000,144.300000,144.350000,62922.000000
