<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER [TQBR],5,20161111,164500,151.760000,151.860000,151.750000,151.750000,54930.000000
SBER [TQBR],5,20161111,165000,151.750000,151.810000,151.750000,151.810000,24957.000000
SBER [TQBR],5,20161111,165500,151.800000,151.840000,151.760000,151.810000,30135.000000
SBER [TQBR],5,20161111,170000,151.800000,152.130000,151.800000,152.060000,26543.000000
SBER [TQBR],5,20161111,170500,152.020000,152.070000,151.920000,152.060000,35157.000000
SBER [TQBR],5,20161111,171000,152.060000,152.200000,152.030000,152.150000,33582.000000
SBER [TQBR],5,20161111,171500,152.110000,152.460000,151.900000,151.960000,158492.000000
SBER [TQBR],5,20161111,172000,151.960000,152.080000,151.920000,152.030000,12285.000000
SBER [TQBR],5,20161111,172500,152.040000,152.090000,151.990000,152.050000,20387.000000
SBER [TQBR],5,20161111,173000,152.040000,152.100000,151.930000,151.940000,35904.000000
SBER [TQBR],5,20161111,173500,151.940000,152.070000,151.930000,152.060000,46966.000000
SBER [TQBR],5,20161111,174000,152.060000,152.190000,151.980000,152.120000,26991.000000
SBER [TQBR],5,20161111,174500,152.120000,152.160000,151.850000,152.040000,55461.000000
SBER [TQBR],5,20161111,175000,152.040000,152.190000,152.040000,152.160000,10151.000000
SBER [TQBR],5,20161111,175500,152.150000,152.250000,152.030000,152.180000,35460.000000
SBER [TQBR],5,20161111,180000,152.180000,152.770000,152.170000,152.550000,173679.000000
SBER [TQBR],5,20161111,180500,152.540000,152.850000,152.520000,152.690000,46759.000000
SBER [TQBR],5,20161111,181000,152.690000,153.000000,152.600000,152.980000,56845.000000
SBER [TQBR],5,20161111,181500,152.970000,153.070000,152.820000,152.850000,51540.000000
SBER [TQBR],5,20161111,182000,152.850000,152.940000,152.620000,152.670000,32250.000000
SBER [TQBR],5,20161111,182500,152.670000,152.770000,152.500000,152.630000,91133.000000
SBER [TQBR],5,20161111,183000,152.560000,152.630000,152.250000,152.280000,117185.000000
SBER [TQBR],5,20161111,183500,152.260000,152.300000,151.800000,151.800000,274971.000000
SBER [TQBR],5,20161111,184500,151.510000,151.510000,151.510000,151.510000,220631.000000
SBER [TQBR],5,20161114,095500,152.500000,152.500000,152.500000,152.500000,2304.000000
SBER [TQBR],5,20161114,100000,152.480000,152.850000,152.270000,152.580000,101543.000000
SBER [TQBR],5,20161114,100500,152.630000,152.650000,152.060000,152.200000,93543.000000
SBER [TQBR],5,20161114,101000,152.210000,152.210000,151.890000,152.050000,53534.000000
SBER [TQBR],5,20161114,101500,152.040000,152.300000,152.040000,152.220000,27321.000000
SBER [TQBR],5,20161114,102000,152.210000,152.220000,152.000000,152.000000,31696.000000
SBER [TQBR],5,20161114,102500,152.000000,152.130000,152.000000,152.080000,32468.000000
SBER [TQBR],5,20161114,103000,152.030000,152.110000,151.780000,151.810000,55965.000000
SBER [TQBR],5,20161114,103500,151.830000,152.060000,151.460000,151.940000,138560.000000
SBER [TQBR],5,20161114,104000,151.900000,152.020000,151.820000,151.930000,15337.000000
SBER [TQBR],5,20161114,104500,151.910000,152.190000,151.900000,152.080000,22443.000000
SBER [TQBR],5,20161114,105000,152.050000,152.080000,151.840000,151.860000,38417.000000
SBER [TQBR],5,20161114,105500,151.850000,152.050000,151.850000,151.950000,14473.000000
SBER [TQBR],5,20161114,110000,151.900000,152.040000,151.520000,151.780000,124805.000000
SBER [TQBR],5,20161114,110500,151.760000,152.090000,151.750000,152.070000,25015.000000
SBER [TQBR],5,20161114,111000,152.070000,152.290000,152.020000,152.170000,56015.000000
SBER [TQBR],5,20161114,111500,152.160000,152.200000,152.020000,152.100000,23024.000000
SBER [TQBR],5,20161114,112000,152.080000,152.190000,152.040000,152.130000,16809.000000
SBER [TQBR],5,20161114,112500,152.110000,152.200000,152.050000,152.120000,30253.000000
SBER [TQBR],5,20161114,113000,152.100000,152.150000,152.020000,152.070000,24518.000000
SBER [TQBR],5,20161114,113500,152.060000,152.100000,151.810000,151.840000,94491.000000
SBER [TQBR],5,20161114,114000,151.810000,151.940000,151.700000,151.800000,46608.000000
SBER [TQBR],5,20161114,114500,151.780000,151.890000,151.710000,151.800000,19142.000000
SBER [TQBR],5,20161114,115000,151.780000,151.800000,151.610000,151.750000,46275.000000
SBER [TQBR],5,20161114,115500,151.720000,151.750000,151.660000,151.690000,25815.000000
SBER [TQBR],5,20161114,120000,151.700000,152.080000,151.670000,151.890000,53910.000000
SBER [TQBR],5,20161114,120500,151.890000,151.950000,151.620000,151.630000,17880.000000
SBER [TQBR],5,20161114,121000,151.620000,151.710000,151.100000,151.310000,176896.000000
SBER [TQBR],5,20161114,121500,151.330000,151.340000,151.170000,151.210000,31006.000000
SBER [TQBR],5,20161114,122000,151.210000,151.250000,150.880000,150.910000,59413.000000
SBER [TQBR],5,20161114,122500,150.880000,150.980000,150.650000,150.760000,56875.000000
SBER [TQBR],5,20161114,123000,150.730000,151.110000,150.700000,150.960000,59792.000000
SBER [TQBR],5,20161114,123500,150.920000,150.970000,150.600000,150.620000,74160.000000
SBER [TQBR],5,20161114,124000,150.630000,150.640000,150.300000,150.370000,125414.000000
SBER [TQBR],5,20161114,124500,150.360000,150.560000,150.360000,150.450000,38182.000000
SBER [TQBR],5,20161114,125000,150.420000,150.660000,150.130000,150.580000,159099.000000
SBER [TQBR],5,20161114,125500,150.560000,150.590000,150.150000,150.190000,82740.000000
SBER [TQBR],5,20161114,130000,150.220000,150.410000,150.170000,150.290000,27917.000000
SBER [TQBR],5,20161114,130500,150.290000,150.380000,150.120000,150.290000,74177.000000
SBER [TQBR],5,20161114,131000,150.300000,150.350000,150.200000,150.200000,13963.000000
SBER [TQBR],5,20161114,131500,150.200000,150.470000,150.000000,150.280000,91283.000000
SBER [TQBR],5,20161114,132000,150.280000,150.450000,150.100000,150.190000,42281.000000
SBER [TQBR],5,20161114,132500,150.200000,150.360000,150.040000,150.040000,44462.000000
SBER [TQBR],5,20161114,133000,150.040000,150.300000,150.030000,150.190000,15126.000000
SBER [TQBR],5,20161114,133500,150.190000,150.320000,150.070000,150.300000,12635.000000
SBER [TQBR],5,20161114,134000,150.270000,150.730000,150.270000,150.650000,41194.000000
SBER [TQBR],5,20161114,134500,150.650000,150.730000,150.420000,150.420000,18700.000000
SBER [TQBR],5,20161114,135000,150.430000,150.470000,150.210000,150.280000,22134.000000
SBER [TQBR],5,20161114,135500,150.270000,150.350000,150.220000,150.300000,5771.000000
SBER [TQBR],5,20161114,140000,150.280000,150.350000,149.800000,149.960000,88135.000000
SBER [TQBR],5,20161114,140500,149.990000,150.260000,149.800000,149.900000,61584.000000
SBER [TQBR],5,20161114,141000,149.900000,150.090000,149.810000,149.810000,14958.000000
SBER [TQBR],5,20161114,141500,149.810000,149.810000,149.350000,149.710000,133366.000000
SBER [TQBR],5,20161114,142000,149.680000,149.920000,149.600000,149.750000,53938.000000
SBER [TQBR],5,20161114,142500,149.740000,149.990000,149.690000,149.950000,18723.000000
SBER [TQBR],5,20161114,143000,149.930000,149.930000,149.410000,149.440000,36812.000000
SBER [TQBR],5,20161114,143500,149.410000,149.770000,149.360000,149.640000,18457.000000
SBER [TQBR],5,20161114,144000,149.680000,149.680000,149.450000,149.510000,19920.000000
SBER [TQBR],5,20161114,144500,149.500000,149.600000,149.420000,149.540000,10639.000000
SBER [TQBR],5,20161114,145000,149.550000,149.730000,149.480000,149.710000,7847.000000
SBER [TQBR],5,20161114,145500,149.740000,149.940000,149.720000,149.810000,9783.000000
SBER [TQBR],5,20161114,150000,149.870000,150.120000,149.620000,150.050000,26359.000000
SBER [TQBR],5,20161114,150500,150.050000,150.200000,149.880000,149.940000,43878.000000
SBER [TQBR],5,20161114,151000,149.910000,149.950000,149.840000,149.920000,16956.000000
SBER [TQBR],5,20161114,151500,149.920000,150.010000,149.770000,149.790000,38246.000000
SBER [TQBR],5,20161114,152000,149.770000,149.910000,149.750000,149.830000,9060.000000
SBER [TQBR],5,20161114,152500,149.830000,149.880000,149.700000,149.710000,39744.000000
SBER [TQBR],5,20161114,153000,149.710000,149.880000,149.710000,149.710000,10770.000000
SBER [TQBR],5,20161114,153500,149.710000,149.790000,149.600000,149.620000,20069.000000
SBER [TQBR],5,20161114,154000,149.610000,149.710000,149.570000,149.570000,21944.000000
SBER [TQBR],5,20161114,154500,149.570000,149.750000,149.520000,149.710000,29632.000000
SBER [TQBR],5,20161114,155000,149.700000,149.700000,149.410000,149.440000,31989.000000
SBER [TQBR],5,20161114,155500,149.440000,149.860000,149.430000,149.850000,41967.000000
SBER [TQBR],5,20161114,160000,149.800000,149.890000,149.170000,149.310000,97742.000000
SBER [TQBR],5,20161114,160500,149.320000,149.780000,149.250000,149.620000,132809.000000
SBER [TQBR],5,20161114,161000,149.620000,149.780000,149.500000,149.780000,9492.000000
SBER [TQBR],5,20161114,161500,149.750000,149.840000,149.700000,149.760000,8422.000000
SBER [TQBR],5,20161114,162000,149.740000,150.000000,149.700000,150.000000,48671.000000
SBER [TQBR],5,20161114,162500,149.990000,150.090000,149.600000,149.760000,30262.000000
SBER [TQBR],5,20161114,163000,149.800000,149.890000,149.620000,149.810000,11363.000000
SBER [TQBR],5,20161114,163500,149.850000,149.880000,149.590000,149.650000,14358.000000
SBER [TQBR],5,20161114,164000,149.650000,149.710000,149.500000,149.510000,14387.000000
SBER [TQBR],5,20161114,164500,149.520000,149.750000,149.500000,149.650000,37232.000000
SBER [TQBR],5,20161114,165000,149.670000,149.910000,149.600000,149.600000,34737.000000
SBER [TQBR],5,20161114,165500,149.630000,149.840000,149.500000,149.780000,19322.000000
SBER [TQBR],5,20161114,170000,149.830000,149.880000,149.540000,149.630000,28995.000000
SBER [TQBR],5,20161114,170500,149.630000,149.850000,149.500000,149.770000,26856.000000
SBER [TQBR],5,20161114,171000,149.740000,149.850000,149.640000,149.750000,13826.000000
SBER [TQBR],5,20161114,171500,149.750000,149.920000,149.700000,149.830000,16819.000000
SBER [TQBR],5,20161114,172000,149.830000,150.130000,149.820000,150.100000,39739.000000
SBER [TQBR],5,20161114,172500,150.090000,150.300000,149.990000,150.250000,44695.000000
SBER [TQBR],5,20161114,173000,150.240000,150.500000,150.140000,150.210000,60605.000000
SBER [TQBR],5,20161114,173500,150.210000,150.400000,150.010000,150.160000,31942.000000
SBER [TQBR],5,20161114,174000,150.170000,150.390000,150.150000,150.280000,28137.000000
SBER [TQBR],5,20161114,174500,150.300000,150.400000,150.200000,150.300000,14347.000000
SBER [TQBR],5,20161114,175000,150.340000,150.440000,150.300000,150.390000,18773.000000
SBER [TQBR],5,20161114,175500,150.400000,150.430000,150.270000,150.270000,13380.000000
SBER [TQBR],5,20161114,180000,150.300000,150.430000,150.210000,150.350000,27694.000000
SBER [TQBR],5,20161114,180500,150.390000,150.670000,150.390000,150.650000,47033.000000
SBER [TQBR],5,20161114,181000,150.650000,150.860000,150.600000,150.850000,48315.000000
SBER [TQBR],5,20161114,181500,150.850000,151.100000,150.690000,150.930000,121934.000000
SBER [TQBR],5,20161114,182000,150.990000,151.080000,150.770000,150.810000,31976.000000
SBER [TQBR],5,20161114,182500,150.810000,151.140000,150.690000,151.140000,95425.000000
SBER [TQBR],5,20161114,183000,151.110000,151.250000,150.510000,150.580000,134010.000000
SBER [TQBR],5,20161114,183500,150.580000,150.820000,150.250000,150.690000,125431.000000
SBER [TQBR],5,20161114,184500,150.400000,150.400000,150.400000,150.400000,26628.000000
SBER [TQBR],5,20161115,095500,151.000000,151.000000,151.000000,151.000000,15291.000000
SBER [TQBR],5,20161115,100000,151.000000,151.570000,150.950000,151.130000,114972.000000
SBER [TQBR],5,20161115,100500,151.150000,152.050000,151.150000,152.010000,85399.000000
SBER [TQBR],5,20161115,101000,152.050000,152.050000,151.440000,151.520000,46916.000000
SBER [TQBR],5,20161115,101500,151.540000,151.690000,151.030000,151.310000,65201.000000
SBER [TQBR],5,20161115,102000,151.340000,151.550000,151.110000,151.190000,20110.000000
SBER [TQBR],5,20161115,102500,151.180000,151.500000,150.950000,151.360000,41066.000000
SBER [TQBR],5,20161115,103000,151.350000,151.530000,151.270000,151.270000,21455.000000
SBER [TQBR],5,20161115,103500,151.260000,151.520000,151.160000,151.460000,10521.000000
SBER [TQBR],5,20161115,104000,151.450000,151.770000,151.450000,151.580000,28837.000000
SBER [TQBR],5,20161115,104500,151.600000,151.850000,151.560000,151.850000,22189.000000
SBER [TQBR],5,20161115,105000,151.850000,151.860000,151.620000,151.740000,12804.000000
SBER [TQBR],5,20161115,105500,151.740000,152.220000,151.700000,152.100000,73009.000000
SBER [TQBR],5,20161115,110000,152.100000,152.370000,151.730000,151.940000,100162.000000
SBER [TQBR],5,20161115,110500,151.950000,152.200000,151.940000,152.140000,113454.000000
SBER [TQBR],5,20161115,111000,152.110000,152.270000,152.010000,152.190000,39562.000000
SBER [TQBR],5,20161115,111500,152.190000,152.250000,152.010000,152.020000,78445.000000
SBER [TQBR],5,20161115,112000,152.050000,152.190000,151.720000,151.880000,50429.000000
SBER [TQBR],5,20161115,112500,151.870000,151.900000,151.530000,151.550000,41378.000000
SBER [TQBR],5,20161115,113000,151.560000,151.640000,150.420000,150.550000,254193.000000
SBER [TQBR],5,20161115,113500,150.550000,150.820000,150.400000,150.520000,68855.000000
SBER [TQBR],5,20161115,114000,150.510000,150.820000,150.510000,150.820000,31505.000000
SBER [TQBR],5,20161115,114500,150.800000,150.840000,150.610000,150.670000,28976.000000
SBER [TQBR],5,20161115,115000,150.650000,150.660000,149.800000,150.110000,115302.000000
SBER [TQBR],5,20161115,115500,150.090000,150.380000,150.020000,150.330000,45105.000000
SBER [TQBR],5,20161115,120000,150.330000,150.500000,150.300000,150.440000,23196.000000
SBER [TQBR],5,20161115,120500,150.420000,150.480000,149.700000,149.700000,113209.000000
SBER [TQBR],5,20161115,121000,149.700000,149.930000,149.540000,149.890000,65380.000000
SBER [TQBR],5,20161115,121500,149.890000,149.890000,149.280000,149.420000,96575.000000
SBER [TQBR],5,20161115,122000,149.460000,149.490000,149.030000,149.240000,110095.000000
SBER [TQBR],5,20161115,122500,149.240000,149.430000,149.050000,149.220000,55059.000000
SBER [TQBR],5,20161115,123000,149.220000,149.600000,148.910000,149.510000,98487.000000
SBER [TQBR],5,20161115,123500,149.450000,150.000000,149.120000,149.720000,77759.000000
SBER [TQBR],5,20161115,124000,149.740000,149.750000,148.750000,149.080000,143991.000000
SBER [TQBR],5,20161115,124500,149.020000,149.270000,148.910000,149.020000,26937.000000
SBER [TQBR],5,20161115,125000,148.990000,149.000000,148.750000,148.880000,52771.000000
SBER [TQBR],5,20161115,125500,148.870000,149.110000,148.800000,148.990000,39471.000000
SBER [TQBR],5,20161115,130000,149.060000,149.380000,148.900000,149.280000,20114.000000
SBER [TQBR],5,20161115,130500,149.290000,149.350000,149.040000,149.330000,16788.000000
SBER [TQBR],5,20161115,131000,149.350000,149.390000,149.200000,149.340000,15116.000000
SBER [TQBR],5,20161115,131500,149.370000,149.680000,149.320000,149.500000,36323.000000
SBER [TQBR],5,20161115,132000,149.520000,149.570000,149.270000,149.300000,12512.000000
SBER [TQBR],5,20161115,132500,149.270000,149.310000,149.000000,149.080000,27380.000000
SBER [TQBR],5,20161115,133000,149.120000,149.440000,149.090000,149.360000,15157.000000
SBER [TQBR],5,20161115,133500,149.380000,149.770000,149.360000,149.730000,25090.000000
SBER [TQBR],5,20161115,134000,149.730000,150.210000,149.440000,149.920000,64397.000000
SBER [TQBR],5,20161115,134500,149.960000,150.120000,149.730000,149.960000,14711.000000
SBER [TQBR],5,20161115,135000,150.020000,150.270000,149.860000,150.050000,26257.000000
SBER [TQBR],5,20161115,135500,150.050000,150.070000,149.860000,150.020000,11745.000000
SBER [TQBR],5,20161115,140000,150.000000,150.260000,149.820000,149.860000,22115.000000
SBER [TQBR],5,20161115,140500,149.900000,150.000000,149.810000,149.900000,39536.000000
SBER [TQBR],5,20161115,141000,149.940000,150.000000,149.840000,149.930000,31892.000000
SBER [TQBR],5,20161115,141500,149.950000,149.950000,149.720000,149.730000,15508.000000
SBER [TQBR],5,20161115,142000,149.730000,149.850000,149.500000,149.800000,47774.000000
SBER [TQBR],5,20161115,142500,149.820000,149.960000,149.750000,149.950000,72079.000000
SBER [TQBR],5,20161115,143000,149.910000,149.950000,149.800000,149.900000,4859.000000
SBER [TQBR],5,20161115,143500,149.890000,149.980000,149.560000,149.980000,26202.000000
SBER [TQBR],5,20161115,144000,149.980000,149.980000,149.810000,149.930000,3350.000000
SBER [TQBR],5,20161115,144500,149.890000,150.740000,149.890000,150.360000,126315.000000
SBER [TQBR],5,20161115,145000,150.360000,150.690000,150.360000,150.600000,70502.000000
SBER [TQBR],5,20161115,145500,150.660000,150.720000,150.530000,150.660000,26851.000000
SBER [TQBR],5,20161115,150000,150.700000,150.820000,150.360000,150.400000,68447.000000
SBER [TQBR],5,20161115,150500,150.400000,150.600000,150.400000,150.420000,16234.000000
SBER [TQBR],5,20161115,151000,150.410000,150.460000,150.380000,150.430000,18187.000000
SBER [TQBR],5,20161115,151500,150.430000,150.600000,150.270000,150.540000,9438.000000
SBER [TQBR],5,20161115,152000,150.550000,150.690000,150.450000,150.600000,22207.000000
SBER [TQBR],5,20161115,152500,150.590000,150.670000,150.440000,150.520000,15051.000000
SBER [TQBR],5,20161115,153000,150.490000,150.520000,150.010000,150.050000,26839.000000
SBER [TQBR],5,20161115,153500,150.050000,150.100000,149.750000,150.070000,49381.000000
SBER [TQBR],5,20161115,154000,150.070000,150.100000,150.000000,150.060000,5973.000000
SBER [TQBR],5,20161115,154500,150.070000,150.090000,149.510000,149.530000,44670.000000
SBER [TQBR],5,20161115,155000,149.510000,149.700000,149.290000,149.440000,32886.000000
SBER [TQBR],5,20161115,155500,149.440000,149.660000,149.360000,149.640000,8485.000000
SBER [TQBR],5,20161115,160000,149.640000,150.000000,149.600000,150.000000,44062.000000
SBER [TQBR],5,20161115,160500,150.020000,150.300000,149.750000,150.140000,81548.000000
SBER [TQBR],5,20161115,161000,150.080000,150.630000,150.020000,150.570000,172552.000000
SBER [TQBR],5,20161115,161500,150.570000,150.660000,150.400000,150.510000,29627.000000
SBER [TQBR],5,20161115,162000,150.540000,150.590000,150.380000,150.390000,18088.000000
SBER [TQBR],5,20161115,162500,150.390000,150.650000,150.160000,150.600000,53348.000000
SBER [TQBR],5,20161115,163000,150.610000,150.630000,150.250000,150.500000,10474.000000
SBER [TQBR],5,20161115,163500,150.520000,150.930000,150.520000,150.710000,106660.000000
SBER [TQBR],5,20161115,164000,150.800000,150.890000,150.680000,150.700000,24067.000000
SBER [TQBR],5,20161115,164500,150.700000,150.770000,150.250000,150.490000,16588.000000
SBER [TQBR],5,20161115,165000,150.480000,150.610000,150.380000,150.530000,13544.000000
SBER [TQBR],5,20161115,165500,150.570000,150.790000,150.570000,150.580000,17062.000000
SBER [TQBR],5,20161115,170000,150.620000,150.690000,150.360000,150.380000,6187.000000
SBER [TQBR],5,20161115,170500,150.420000,150.700000,150.380000,150.450000,12263.000000
SBER [TQBR],5,20161115,171000,150.500000,150.700000,150.480000,150.700000,7140.000000
SBER [TQBR],5,20161115,171500,150.700000,150.850000,150.690000,150.850000,10745.000000
SBER [TQBR],5,20161115,172000,150.830000,151.110000,150.800000,151.070000,71384.000000
SBER [TQBR],5,20161115,172500,151.070000,151.070000,150.780000,150.960000,20281.000000
SBER [TQBR],5,20161115,173000,150.940000,151.380000,150.920000,151.200000,78462.000000
SBER [TQBR],5,20161115,173500,151.200000,151.330000,150.980000,151.150000,15620.000000
SBER [TQBR],5,20161115,174000,151.200000,151.230000,150.830000,150.980000,46347.000000
SBER [TQBR],5,20161115,174500,150.980000,151.140000,150.750000,151.120000,20364.000000
SBER [TQBR],5,20161115,175000,151.120000,151.340000,151.010000,151.010000,50515.000000
SBER [TQBR],5,20161115,175500,151.080000,151.100000,150.820000,150.900000,39213.000000
SBER [TQBR],5,20161115,180000,150.900000,150.900000,150.770000,150.810000,29327.000000
SBER [TQBR],5,20161115,180500,150.800000,150.920000,150.730000,150.840000,69774.000000
SBER [TQBR],5,20161115,181000,150.840000,150.930000,150.670000,150.760000,62412.000000
SBER [TQBR],5,20161115,181500,150.790000,150.800000,150.360000,150.520000,62857.000000
SBER [TQBR],5,20161115,182000,150.510000,150.650000,150.410000,150.410000,13507.000000
SBER [TQBR],5,20161115,182500,150.410000,150.490000,150.250000,150.270000,39812.000000
SBER [TQBR],5,20161115,183000,150.260000,150.330000,149.910000,150.080000,89915.000000
SBER [TQBR],5,20161115,183500,150.070000,150.080000,149.890000,149.950000,141603.000000
SBER [TQBR],5,20161115,184500,149.850000,149.850000,149.850000,149.850000,58090.000000
SBER [TQBR],5,20161116,095500,150.900000,150.900000,150.900000,150.900000,19981.000000
SBER [TQBR],5,20161116,100000,150.920000,151.370000,150.800000,150.870000,147732.000000
SBER [TQBR],5,20161116,100500,150.870000,150.920000,150.650000,150.760000,40903.000000
SBER [TQBR],5,20161116,101000,150.750000,151.020000,150.720000,150.970000,36726.000000
SBER [TQBR],5,20161116,101500,150.960000,151.110000,150.900000,151.100000,22718.000000
SBER [TQBR],5,20161116,102000,151.110000,151.590000,151.110000,151.380000,100577.000000
SBER [TQBR],5,20161116,102500,151.380000,151.450000,151.000000,151.210000,30080.000000
SBER [TQBR],5,20161116,103000,151.180000,151.220000,150.950000,151.060000,20166.000000
SBER [TQBR],5,20161116,103500,151.060000,151.160000,150.950000,151.050000,20075.000000
SBER [TQBR],5,20161116,104000,151.070000,151.310000,151.050000,151.260000,29164.000000
SBER [TQBR],5,20161116,104500,151.280000,151.450000,150.920000,151.070000,31988.000000
SBER [TQBR],5,20161116,105000,151.090000,151.200000,151.000000,151.080000,10525.000000
SBER [TQBR],5,20161116,105500,151.060000,151.170000,151.030000,151.030000,4391.000000
SBER [TQBR],5,20161116,110000,151.080000,151.370000,150.990000,151.250000,73876.000000
SBER [TQBR],5,20161116,110500,151.270000,151.300000,151.030000,151.030000,46365.000000
SBER [TQBR],5,20161116,111000,151.070000,151.250000,151.020000,151.210000,19419.000000
SBER [TQBR],5,20161116,111500,151.210000,151.210000,151.050000,151.120000,24929.000000
SBER [TQBR],5,20161116,112000,151.120000,151.120000,151.080000,151.100000,34229.000000
SBER [TQBR],5,20161116,112500,151.110000,151.340000,151.000000,151.110000,64526.000000
SBER [TQBR],5,20161116,113000,151.110000,151.250000,151.090000,151.240000,9940.000000
SBER [TQBR],5,20161116,113500,151.240000,151.880000,151.200000,151.430000,151616.000000
SBER [TQBR],5,20161116,114000,151.470000,151.500000,151.330000,151.460000,45634.000000
SBER [TQBR],5,20161116,114500,151.460000,151.510000,151.120000,151.330000,64185.000000
SBER [TQBR],5,20161116,115000,151.330000,151.720000,151.330000,151.680000,87109.000000
SBER [TQBR],5,20161116,115500,151.690000,151.700000,151.500000,151.540000,15908.000000
SBER [TQBR],5,20161116,120000,151.500000,151.790000,151.470000,151.590000,48234.000000
SBER [TQBR],5,20161116,120500,151.580000,151.860000,151.530000,151.780000,67013.000000
SBER [TQBR],5,20161116,121000,151.780000,151.780000,151.530000,151.530000,19166.000000
SBER [TQBR],5,20161116,121500,151.540000,151.750000,151.500000,151.550000,34124.000000
SBER [TQBR],5,20161116,122000,151.550000,151.630000,151.500000,151.590000,16910.000000
SBER [TQBR],5,20161116,122500,151.580000,151.630000,151.260000,151.320000,39300.000000
SBER [TQBR],5,20161116,123000,151.340000,151.780000,151.320000,151.710000,42345.000000
SBER [TQBR],5,20161116,123500,151.750000,151.750000,151.510000,151.540000,17682.000000
SBER [TQBR],5,20161116,124000,151.550000,151.610000,151.360000,151.480000,8618.000000
SBER [TQBR],5,20161116,124500,151.460000,151.650000,151.390000,151.410000,19806.000000
SBER [TQBR],5,20161116,125000,151.460000,151.570000,151.350000,151.390000,10642.000000
SBER [TQBR],5,20161116,125500,151.410000,151.500000,151.140000,151.140000,22784.000000
SBER [TQBR],5,20161116,130000,151.170000,151.230000,150.760000,150.850000,87117.000000
SBER [TQBR],5,20161116,130500,150.900000,151.070000,150.570000,150.640000,68224.000000
SBER [TQBR],5,20161116,131000,150.650000,150.800000,150.620000,150.740000,24983.000000
SBER [TQBR],5,20161116,131500,150.750000,150.860000,150.630000,150.630000,17223.000000
SBER [TQBR],5,20161116,132000,150.650000,150.650000,150.420000,150.500000,50431.000000
SBER [TQBR],5,20161116,132500,150.480000,150.500000,150.250000,150.410000,51161.000000
SBER [TQBR],5,20161116,133000,150.360000,150.630000,150.310000,150.600000,27233.000000
SBER [TQBR],5,20161116,133500,150.600000,150.730000,150.510000,150.660000,14511.000000
SBER [TQBR],5,20161116,134000,150.610000,150.860000,150.590000,150.850000,10107.000000
SBER [TQBR],5,20161116,134500,150.840000,150.840000,150.590000,150.600000,22996.000000
SBER [TQBR],5,20161116,135000,150.650000,150.850000,150.640000,150.780000,5076.000000
SBER [TQBR],5,20161116,135500,150.800000,150.990000,150.800000,150.980000,15123.000000
SBER [TQBR],5,20161116,140000,150.960000,150.980000,150.730000,150.770000,10798.000000
SBER [TQBR],5,20161116,140500,150.800000,150.800000,150.450000,150.520000,18792.000000
SBER [TQBR],5,20161116,141000,150.450000,150.770000,150.340000,150.590000,51109.000000
SBER [TQBR],5,20161116,141500,150.580000,150.770000,150.580000,150.660000,18186.000000
SBER [TQBR],5,20161116,142000,150.670000,150.800000,150.650000,150.740000,8208.000000
SBER [TQBR],5,20161116,142500,150.750000,150.910000,150.750000,150.770000,13510.000000
SBER [TQBR],5,20161116,143000,150.760000,150.830000,150.700000,150.820000,17415.000000
SBER [TQBR],5,20161116,143500,150.820000,150.850000,150.600000,150.650000,13588.000000
SBER [TQBR],5,20161116,144000,150.610000,150.640000,150.420000,150.430000,27198.000000
SBER [TQBR],5,20161116,144500,150.490000,150.490000,150.140000,150.300000,33181.000000
SBER [TQBR],5,20161116,145000,150.350000,150.350000,150.080000,150.110000,14881.000000
SBER [TQBR],5,20161116,145500,150.150000,150.210000,150.010000,150.170000,30579.000000
SBER [TQBR],5,20161116,150000,150.170000,150.170000,149.950000,150.000000,24328.000000
SBER [TQBR],5,20161116,150500,149.970000,150.380000,149.900000,150.240000,21919.000000
SBER [TQBR],5,20161116,151000,150.250000,150.320000,150.040000,150.290000,11017.000000
SBER [TQBR],5,20161116,151500,150.290000,150.400000,150.130000,150.310000,5120.000000
SBER [TQBR],5,20161116,152000,150.350000,150.360000,150.230000,150.290000,11101.000000
SBER [TQBR],5,20161116,152500,150.330000,150.830000,150.280000,150.560000,29447.000000
SBER [TQBR],5,20161116,153000,150.560000,150.590000,150.410000,150.420000,2206.000000
SBER [TQBR],5,20161116,153500,150.450000,150.450000,150.250000,150.280000,3617.000000
SBER [TQBR],5,20161116,154000,150.320000,150.520000,150.150000,150.480000,29531.000000
SBER [TQBR],5,20161116,154500,150.470000,150.630000,150.320000,150.550000,10815.000000
SBER [TQBR],5,20161116,155000,150.560000,150.620000,150.410000,150.560000,9975.000000
SBER [TQBR],5,20161116,155500,150.560000,150.760000,150.560000,150.670000,21324.000000
SBER [TQBR],5,20161116,160000,150.620000,150.740000,150.400000,150.460000,17714.000000
SBER [TQBR],5,20161116,160500,150.500000,150.770000,150.490000,150.700000,24619.000000
SBER [TQBR],5,20161116,161000,150.700000,150.730000,150.330000,150.400000,31361.000000
SBER [TQBR],5,20161116,161500,150.430000,150.450000,150.350000,150.450000,4515.000000
SBER [TQBR],5,20161116,162000,150.420000,150.480000,150.300000,150.350000,7940.000000
SBER [TQBR],5,20161116,162500,150.350000,150.470000,150.350000,150.470000,1756.000000
SBER [TQBR],5,20161116,163000,150.460000,150.620000,150.350000,150.510000,14178.000000
